"module name","license","repository"
"@types/methods@1.1.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mime@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node-fetch@2.6.11","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@18.19.31","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@20.12.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/qs@6.9.15","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/range-parser@1.2.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/request@2.48.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/retry@0.12.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/send@0.17.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/serve-static@1.15.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/superagent@8.1.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/swagger-schema-official@2.0.25","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/through@0.0.33","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/tough-cookie@4.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/triple-beam@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/type-is@1.6.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/uuid@9.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@ucast/core@1.10.2","Apache-2.0","https://github.com/stalniy/ucast"
"@ucast/js@3.0.4","Apache-2.0","https://github.com/stalniy/ucast"
"@ucast/mongo2js@1.3.4","Apache-2.0","https://github.com/stalniy/ucast"
"@ucast/mongo@2.4.3","Apache-2.0","https://github.com/stalniy/ucast"
"@yarnpkg/lockfile@1.1.0","BSD-2-Clause","https://github.com/yarnpkg/yarn/blob/master/packages/lockfile"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"abort-controller@3.0.0","MIT","https://github.com/mysticatea/abort-controller"
"abstract-logging@2.0.1","MIT","https://github.com/jsumners/abstract-logging"
"accepts@1.3.8","MIT","https://github.com/jshttp/accepts"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"agent-base@7.1.1","MIT","https://github.com/TooTallNate/proxy-agents"
"agentkeepalive@4.5.0","MIT","https://github.com/node-modules/agentkeepalive"
"ajv-formats@2.1.1","MIT","https://github.com/ajv-validator/ajv-formats"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ajv@8.14.0","MIT","https://github.com/ajv-validator/ajv"
"ansi-colors@4.1.1","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@5.2.0","MIT","https://github.com/chalk/ansi-styles"
"anymatch@3.1.3","ISC","https://github.com/micromatch/anymatch"
"api@0.0.0","UNLICENSED",""
"append-field@1.0.0","MIT","https://github.com/LinusU/node-append-field"
"argparse@1.0.10","MIT","https://github.com/nodeca/argparse"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"array-buffer-byte-length@1.0.1","MIT","https://github.com/inspect-js/array-buffer-byte-length"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"arraybuffer.prototype.slice@1.0.3","MIT","https://github.com/es-shims/ArrayBuffer.prototype.slice"
"arrify@2.0.1","MIT","https://github.com/sindresorhus/arrify"
"as-table@1.0.55","MIT","https://github.com/xpl/as-table"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@5.4.1","MIT","https://github.com/indutny/asn1.js"
"assertion-error@2.0.1","MIT","https://github.com/chaijs/assertion-error"
"async-retry@1.3.3","MIT","https://github.com/vercel/async-retry"
"async@3.2.5","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"atomic-sleep@1.0.0","MIT","https://github.com/davidmarkclements/atomic-sleep"
"available-typed-arrays@1.0.7","MIT","https://github.com/inspect-js/available-typed-arrays"
"axios@1.6.8","MIT","https://github.com/axios/axios"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base-64@0.1.0","MIT","https://github.com/mathiasbynens/base64"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"bcryptjs@2.4.3","MIT","https://github.com/dcodeIO/bcrypt.js"
"bignumber.js@9.1.2","MIT","https://github.com/MikeMcl/bignumber.js"
"binary-extensions@2.3.0","MIT","https://github.com/sindresorhus/binary-extensions"
"binary-search@1.3.6","CC0-1.0","https://github.com/darkskyapp/binary-search"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.12.0","MIT","https://github.com/indutny/bn.js"
"body-parser@1.20.2","MIT","https://github.com/expressjs/body-parser"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"brace-expansion@2.0.1","MIT","https://github.com/juliangruber/brace-expansion"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browser-stdout@1.3.1","ISC","https://github.com/kumavis/browser-stdout"
"browserslist@4.23.0","MIT","https://github.com/browserslist/browserslist"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-from@1.1.2","MIT","https://github.com/LinusU/buffer-from"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"busboy@1.6.0","MIT","https://github.com/mscdex/busboy"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.2","MIT","https://github.com/visionmedia/bytes.js"
"cache-content-type@1.0.1","MIT","https://github.com/node-modules/cache-content-type"
"call-bind@1.0.7","MIT","https://github.com/ljharb/call-bind"
"call-me-maybe@1.0.2","MIT","https://github.com/limulus/call-me-maybe"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@6.3.0","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-lite@1.0.30001610","CC-BY-4.0","https://github.com/browserslist/caniuse-lite"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chai@5.1.0","MIT","https://github.com/chaijs/chai"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.2","MIT","https://github.com/chalk/chalk"
"chalk@5.3.0","MIT","https://github.com/chalk/chalk"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"charenc@0.0.2","BSD-3-Clause","https://github.com/pvorb/node-charenc"
"charset@1.0.1","MIT","https://github.com/node-modules/charset"
"check-error@2.0.0","MIT","https://github.com/chaijs/check-error"
"chokidar@3.5.3","MIT","https://github.com/paulmillr/chokidar"
"chokidar@3.6.0","MIT","https://github.com/paulmillr/chokidar"
"ci-info@3.9.0","MIT","https://github.com/watson/ci-info"
"cli-cursor@3.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.9.2","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-width@4.1.0","ISC","https://github.com/knownasilya/cli-width"
"cliui@3.2.0","ISC","https://github.com/yargs/cliui"
"cliui@7.0.4","ISC","https://github.com/yargs/cliui"
"cliui@8.0.1","ISC","https://github.com/yargs/cliui"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"co-body@6.1.0","MIT","https://github.com/cojs/co-body"
"co@4.6.0","MIT","https://github.com/tj/co"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-string@1.9.1","MIT","https://github.com/Qix-/color-string"
"color@3.2.1","MIT","https://github.com/Qix-/color"
"colorette@2.0.19","MIT","https://github.com/jorgebucaran/colorette"
"colorspace@1.1.4","MIT","https://github.com/3rd-Eden/colorspace"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@10.0.1","MIT","https://github.com/tj/commander.js"
"commander@12.0.0","MIT","https://github.com/tj/commander.js"
"commander@9.5.0","MIT","https://github.com/tj/commander.js"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"compute-gcd@1.2.1","MIT","https://github.com/compute-io/gcd"
"compute-lcm@1.1.2","MIT","https://github.com/compute-io/lcm"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"concat-stream@2.0.0","MIT","https://github.com/maxogden/concat-stream"
"concurrently@8.2.2","MIT","https://github.com/open-cli-tools/concurrently"
"config@3.3.11","MIT","https://github.com/node-config/node-config"
"content-disposition@0.5.4","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.5","MIT","https://github.com/jshttp/content-type"
"convert-source-map@2.0.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-session@2.1.0","MIT","https://github.com/expressjs/cookie-session"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie-signature@1.2.1","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.5.0","MIT","https://github.com/jshttp/cookie"
"cookie@0.6.0","MIT","https://github.com/jshttp/cookie"
"cookies@0.9.1","MIT","https://github.com/pillarjs/cookies"
"core-util-is@1.0.3","MIT","https://github.com/isaacs/core-util-is"
"cors@2.8.5","MIT","https://github.com/expressjs/cors"
"cosmiconfig@8.3.6","MIT","https://github.com/cosmiconfig/cosmiconfig"
"crc@3.8.0","MIT","https://github.com/alexgorbatchev/node-crc"
"cross-env@7.0.3","MIT","https://github.com/kentcdodds/cross-env"
"cross-fetch@3.1.8","MIT","https://github.com/lquixada/cross-fetch"
"cross-spawn@7.0.3","MIT","https://github.com/moxystudio/node-cross-spawn"
"crypt@0.0.2","BSD-3-Clause","https://github.com/pvorb/node-crypt"
"data-uri-to-buffer@2.0.2","MIT","https://github.com/TooTallNate/node-data-uri-to-buffer"
"data-uri-to-buffer@4.0.1","MIT","https://github.com/TooTallNate/node-data-uri-to-buffer"
"data-view-buffer@1.0.1","MIT","https://github.com/ljharb/data-view-buffer"
"data-view-byte-length@1.0.1","MIT","https://github.com/ljharb/data-view-byte-length"
"data-view-byte-offset@1.0.0","MIT","https://github.com/ljharb/data-view-byte-offset"
"date-fns@2.30.0","MIT","https://github.com/date-fns/date-fns"
"dauria@2.0.0","MIT","https://github.com/Mithgol/dauria"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.3.4","MIT","https://github.com/debug-js/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decamelize@4.0.0","MIT","https://github.com/sindresorhus/decamelize"
"deep-eql@5.0.1","MIT","https://github.com/chaijs/deep-eql"
"deep-equal@1.0.1","MIT","https://github.com/substack/node-deep-equal"
"defaults@1.0.4","MIT","https://github.com/sindresorhus/node-defaults"
"define-data-property@1.1.4","MIT","https://github.com/ljharb/define-data-property"
"define-properties@1.2.1","MIT","https://github.com/ljharb/define-properties"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"depd@2.0.0","MIT","https://github.com/dougwilson/nodejs-depd"
"destroy@1.2.0","MIT","https://github.com/stream-utils/destroy"
"dezalgo@1.0.4","ISC","https://github.com/npm/dezalgo"
"diff@5.0.0","BSD-3-Clause","https://github.com/kpdecker/jsdiff"
"digest-fetch@1.3.0","ISC","https://github.com/devfans/digest-fetch"
"domino@2.1.6","BSD-2-Clause","https://github.com/fgnass/domino"
"dot-prop@6.0.1","MIT","https://github.com/sindresorhus/dot-prop"
"dotenv@16.4.5","BSD-2-Clause","https://github.com/motdotla/dotenv"
"duplexify@4.1.3","MIT","https://github.com/mafintosh/duplexify"
"ecdsa-sig-formatter@1.0.11","Apache-2.0","https://github.com/Brightspace/node-ecdsa-sig-formatter"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.4.738","ISC","https://github.com/kilian/electron-to-chromium"
"elliptic@6.5.5","MIT","https://github.com/indutny/elliptic"
"emoji-regex@8.0.0","MIT","https://github.com/mathiasbynens/emoji-regex"
"enabled@2.0.0","MIT","https://github.com/3rd-Eden/enabled"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
"ent@2.2.0","MIT","https://github.com/substack/node-ent"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"es-abstract@1.23.3","MIT","https://github.com/ljharb/es-abstract"
"es-define-property@1.0.0","MIT","https://github.com/ljharb/es-define-property"
"es-errors@1.3.0","MIT","https://github.com/ljharb/es-errors"
"es-object-atoms@1.0.0","MIT","https://github.com/ljharb/es-object-atoms"
"es-set-tostringtag@2.0.3","MIT","https://github.com/es-shims/es-set-tostringtag"
"es-to-primitive@1.2.1","MIT","https://github.com/ljharb/es-to-primitive"
"esbuild@0.19.12","MIT","https://github.com/evanw/esbuild"
"escalade@3.1.2","MIT","https://github.com/lukeed/escalade"
"escape-html@1.0.3","MIT","https://github.com/component/escape-html"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"escape-string-regexp@4.0.0","MIT","https://github.com/sindresorhus/escape-string-regexp"
"esm@3.2.25","MIT","https://github.com/standard-things/esm"
"esprima@4.0.1","BSD-2-Clause","https://github.com/jquery/esprima"
"etag@1.8.1","MIT","https://github.com/jshttp/etag"
"event-target-shim@5.0.1","MIT","https://github.com/mysticatea/event-target-shim"
"eventemitter3@4.0.7","MIT","https://github.com/primus/eventemitter3"
"eventid@2.0.1","Apache-2.0","https://github.com/google/eventid-js"
"events@3.3.0","MIT","https://github.com/Gozala/events"
"expr-eval@2.0.2","MIT","https://github.com/silentmatt/expr-eval"
"express@4.19.2","MIT","https://github.com/expressjs/express"
"extend@3.0.2","MIT","https://github.com/justmoon/node-extend"
"external-editor@3.1.0","MIT","https://github.com/mrkmg/node-external-editor"
"fast-deep-equal@3.1.3","MIT","https://github.com/epoberezkin/fast-deep-equal"
"fast-equals@5.0.1","MIT","https://github.com/planttheidea/fast-equals"
"fast-json-stable-stringify@2.1.0","MIT","https://github.com/epoberezkin/fast-json-stable-stringify"
"fast-redact@3.5.0","MIT","https://github.com/davidmarkclements/fast-redact"
"fast-safe-stringify@2.1.1","MIT","https://github.com/davidmarkclements/fast-safe-stringify"
"fast-xml-parser@4.3.6","MIT","https://github.com/NaturalIntelligence/fast-xml-parser"
"fastestsmallesttextencoderdecoder@1.0.22","CC0-1.0","https://github.com/anonyco/FastestSmallestTextEncoderDecoder"
"feathers-blob@2.6.0","MIT","https://github.com/feathersjs-ecosystem/feathers-blob"
"feathers-casl@2.1.2","MIT","https://github.com/fratzinger/feathers-casl"
